Name,Region
Tibial Tubercle,Knee
Patellar Tendon,Knee
Distal Pole of Patella,Knee
Quadriceps Tendon,Knee
Lateral Knee Joint Line,Knee
Medial Knee Joint Line,Knee
Popliteal Fossa,Knee
Patellar Facet,Knee
Patella,Knee
Distal IT Band,Knee
Hoffa's Fat Pad,Knee
Distal Femur,Knee
Proximal Tibia,Knee
Proximal Fibula,Knee
